id,event_type,route,port_id,severity,description,event_date,source
152,freight_anomaly,Australia-Paradip,21,Low,[Samarinda / Australia-Paradip] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2023-01-31,Baltic Exchange Market Monitor
153,weather,Australia-Dhamra,11,Medium,[Mundra / Australia-Dhamra] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-06-16,India Meteorological Department (IMD)
154,geopolitical,USA-Visakhapatnam,9,Low,[Kamarajar (Ennore) / USA-Visakhapatnam] Export tariff modification announced by major coal-producing authority.,2025-07-04,Maritime Security Advisory
155,freight_anomaly,Indonesia-Mundra,13,Medium,[Nhava Sheva (JNPT) / Indonesia-Mundra] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-10-12,Clarksons Intelligence
156,port_congestion,USA-Mundra,22,Medium,[Norfolk (Hampton Roads) / USA-Mundra] High yard inventory utilization (>92%) slowing down discharge rates.,2025-04-23,Port Authority Circular
157,freight_anomaly,India-Haldia,21,Low,[Samarinda / India-Haldia] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2022-07-18,Baltic Exchange Market Monitor
158,weather,Indonesia-Paradip,16,Medium,[Gladstone / Indonesia-Paradip] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-05-03,JTWC Cyclone Warning
159,freight_anomaly,Indonesia-Gangavaram,12,High,[Kandla (Deendayal) / Indonesia-Gangavaram] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2022-11-06,Baltic Exchange Market Monitor
160,port_congestion,USA-Mundra,15,Low,[Hay Point / USA-Mundra] High yard inventory utilization (>92%) slowing down discharge rates.,2025-06-14,AIS Congestion Tracker
161,weather,USA-Paradip,22,Medium,[Norfolk (Hampton Roads) / USA-Paradip] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2022-09-13,JTWC Cyclone Warning
162,freight_anomaly,Mozambique-Paradip,30,Low,[Colombo / Mozambique-Paradip] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2024-11-07,Baltic Exchange Market Monitor
163,geopolitical,Russia-Visakhapatnam,7,Medium,[Kolkata / Russia-Visakhapatnam] Sanction compliance verification tightening on Far East coal flows.,2021-03-04,Maritime Security Advisory
164,freight_anomaly,Mozambique-Gangavaram,20,High,[Tanjung Priok / Mozambique-Gangavaram] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2022-03-16,Clarksons Intelligence
165,freight_anomaly,USA-Mundra,19,Low,[Balikpapan / USA-Mundra] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2022-03-29,FreightIQ Anomaly Engine
166,geopolitical,USA-Paradip,20,Medium,[Tanjung Priok / USA-Paradip] Sanction compliance verification tightening on Far East coal flows.,2025-11-02,Ministry Trade Notice
167,port_congestion,Mozambique-Gangavaram,7,Medium,[Kolkata / Mozambique-Gangavaram] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-04-25,AIS Congestion Tracker
168,port_congestion,Australia-Mundra,25,Low,[Beira / Australia-Mundra] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2022-02-15,AIS Congestion Tracker
169,freight_anomaly,Indonesia-Haldia,22,Medium,[Norfolk (Hampton Roads) / Indonesia-Haldia] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2022-01-16,Baltic Exchange Market Monitor
170,weather,Mozambique-Gangavaram,5,Low,[Gopalpur / Mozambique-Gangavaram] Dense fog conditions restricting channel navigation to daylight hours only.,2024-02-17,JTWC Cyclone Warning
171,freight_anomaly,Indonesia-Dhamra,29,Medium,[Port Klang / Indonesia-Dhamra] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2022-03-03,Clarksons Intelligence
172,geopolitical,Australia-Gangavaram,26,Low,[Vostochny / Australia-Gangavaram] Canal transit quota reduction increasing reservation auction premiums.,2022-03-19,Lloyd's List Intelligence
173,port_congestion,USA-Visakhapatnam,3,Medium,[Gangavaram / USA-Visakhapatnam] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2022-09-29,Terminal Operations Log
174,weather,USA-Paradip,15,Low,[Hay Point / USA-Paradip] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-01-07,Marine Weather Routing Service
175,port_congestion,India-Chennai,13,Low,[Nhava Sheva (JNPT) / India-Chennai] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-07-08,Port Authority Circular
176,geopolitical,Australia-Gangavaram,19,Medium,[Balikpapan / Australia-Gangavaram] Sanction compliance verification tightening on Far East coal flows.,2022-08-14,Ministry Trade Notice
177,weather,USA-Paradip,12,High,[Kandla (Deendayal) / USA-Paradip] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2024-09-08,Marine Weather Routing Service
178,freight_anomaly,USA-Mundra,5,Low,[Gopalpur / USA-Mundra] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-02-11,Baltic Exchange Market Monitor
179,geopolitical,Australia-Gopalpur,16,Medium,[Gladstone / Australia-Gopalpur] Canal transit quota reduction increasing reservation auction premiums.,2022-07-11,Ministry Trade Notice
180,freight_anomaly,USA-Gangavaram,27,Low,[Vanino / USA-Gangavaram] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2022-10-02,Clarksons Intelligence
181,freight_anomaly,Australia-Gangavaram,24,High,[Maputo / Australia-Gangavaram] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2021-03-15,Baltic Exchange Market Monitor
182,port_congestion,Russia-Paradip,3,Medium,[Gangavaram / Russia-Paradip] High yard inventory utilization (>92%) slowing down discharge rates.,2021-06-28,Port Authority Circular
183,port_congestion,India-Haldia,14,Low,[Cochin / India-Haldia] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-11-27,Port Authority Circular
184,port_congestion,Mozambique-Gangavaram,17,Low,[Newcastle / Mozambique-Gangavaram] High yard inventory utilization (>92%) slowing down discharge rates.,2022-03-08,AIS Congestion Tracker
185,geopolitical,Indonesia-Visakhapatnam,18,Low,[Port Hedland / Indonesia-Visakhapatnam] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2021-06-13,Lloyd's List Intelligence
186,weather,Australia-Haldia,31,Medium,[Rotterdam / Australia-Haldia] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2024-10-10,India Meteorological Department (IMD)
187,port_congestion,India-Haldia,24,High,[Maputo / India-Haldia] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-07-06,Terminal Operations Log
188,weather,Indonesia-Haldia,30,High,[Colombo / Indonesia-Haldia] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2025-01-17,Marine Weather Routing Service
189,port_congestion,Indonesia-Visakhapatnam,29,Low,[Port Klang / Indonesia-Visakhapatnam] High yard inventory utilization (>92%) slowing down discharge rates.,2021-01-07,AIS Congestion Tracker
190,freight_anomaly,Australia-Gangavaram,6,Low,[Haldia / Australia-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2021-12-19,Clarksons Intelligence
191,weather,Indonesia-Haldia,20,Low,[Tanjung Priok / Indonesia-Haldia] Dense fog conditions restricting channel navigation to daylight hours only.,2022-11-14,JTWC Cyclone Warning
192,freight_anomaly,Australia-Mundra,18,Low,[Port Hedland / Australia-Mundra] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2024-04-12,FreightIQ Anomaly Engine
193,weather,Indonesia-Dhamra,5,Low,[Gopalpur / Indonesia-Dhamra] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-01-02,JTWC Cyclone Warning
194,geopolitical,Mozambique-Gangavaram,15,Medium,[Hay Point / Mozambique-Gangavaram] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2025-08-15,Lloyd's List Intelligence
195,weather,Indonesia-Dhamra,8,Medium,[Chennai / Indonesia-Dhamra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-05-22,JTWC Cyclone Warning
196,weather,Mozambique-Paradip,4,Low,[Dhamra / Mozambique-Paradip] Dense fog conditions restricting channel navigation to daylight hours only.,2021-12-05,JTWC Cyclone Warning
197,geopolitical,India-Haldia,21,Medium,[Samarinda / India-Haldia] Sanction compliance verification tightening on Far East coal flows.,2026-02-08,Ministry Trade Notice
198,port_congestion,Indonesia-Dhamra,15,Low,[Hay Point / Indonesia-Dhamra] High yard inventory utilization (>92%) slowing down discharge rates.,2025-08-08,AIS Congestion Tracker
199,port_congestion,Indonesia-Mundra,2,Medium,[Visakhapatnam / Indonesia-Mundra] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2022-01-07,Port Authority Circular
200,weather,Mozambique-Gangavaram,11,Medium,[Mundra / Mozambique-Gangavaram] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2023-10-10,Marine Weather Routing Service
201,weather,Australia-Dhamra,18,High,[Port Hedland / Australia-Dhamra] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2022-04-13,Marine Weather Routing Service
202,weather,Mozambique-Visakhapatnam,26,Low,[Vostochny / Mozambique-Visakhapatnam] Dense fog conditions restricting channel navigation to daylight hours only.,2022-08-02,JTWC Cyclone Warning
203,port_congestion,India-Haldia,30,High,[Colombo / India-Haldia] High yard inventory utilization (>92%) slowing down discharge rates.,2022-11-14,Port Authority Circular
204,freight_anomaly,Mozambique-Paradip,5,High,[Gopalpur / Mozambique-Paradip] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2022-05-13,FreightIQ Anomaly Engine
205,freight_anomaly,Indonesia-Gangavaram,14,Medium,[Cochin / Indonesia-Gangavaram] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2025-05-11,Baltic Exchange Market Monitor
206,weather,USA-Visakhapatnam,13,Low,[Nhava Sheva (JNPT) / USA-Visakhapatnam] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2023-04-06,JTWC Cyclone Warning
207,port_congestion,USA-Paradip,19,Medium,[Balikpapan / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2021-09-24,Port Authority Circular
208,freight_anomaly,Australia-Mundra,15,Low,[Hay Point / Australia-Mundra] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2021-03-10,Clarksons Intelligence
209,freight_anomaly,Australia-Haldia,8,Medium,[Chennai / Australia-Haldia] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-12-25,FreightIQ Anomaly Engine
210,weather,USA-Gangavaram,20,Medium,[Tanjung Priok / USA-Gangavaram] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-03-18,Marine Weather Routing Service
211,port_congestion,Mozambique-Gangavaram,18,Low,[Port Hedland / Mozambique-Gangavaram] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2022-05-05,AIS Congestion Tracker
212,port_congestion,Australia-Gopalpur,27,Medium,[Vanino / Australia-Gopalpur] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2021-04-02,Port Authority Circular
213,geopolitical,Mozambique-Gangavaram,30,Low,[Colombo / Mozambique-Gangavaram] Canal transit quota reduction increasing reservation auction premiums.,2021-03-25,Maritime Security Advisory
214,geopolitical,Australia-Visakhapatnam,6,Medium,[Haldia / Australia-Visakhapatnam] Export tariff modification announced by major coal-producing authority.,2025-06-03,Ministry Trade Notice
215,port_congestion,Mozambique-Gangavaram,18,Medium,[Port Hedland / Mozambique-Gangavaram] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-06-29,Terminal Operations Log
216,port_congestion,Australia-Gopalpur,7,Low,[Kolkata / Australia-Gopalpur] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-05-15,Terminal Operations Log
217,freight_anomaly,Indonesia-Gangavaram,12,Low,[Kandla (Deendayal) / Indonesia-Gangavaram] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2025-08-29,Clarksons Intelligence
218,freight_anomaly,India-Haldia,4,Low,[Dhamra / India-Haldia] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2025-09-08,Baltic Exchange Market Monitor
219,freight_anomaly,Russia-Visakhapatnam,29,Medium,[Port Klang / Russia-Visakhapatnam] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-08-15,FreightIQ Anomaly Engine
220,freight_anomaly,Australia-Mundra,1,Medium,[Paradip / Australia-Mundra] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2023-11-30,FreightIQ Anomaly Engine
221,port_congestion,Indonesia-Gangavaram,27,Low,[Vanino / Indonesia-Gangavaram] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2021-02-08,Terminal Operations Log
222,port_congestion,Australia-Visakhapatnam,14,Low,[Cochin / Australia-Visakhapatnam] High yard inventory utilization (>92%) slowing down discharge rates.,2024-12-25,Port Authority Circular
223,freight_anomaly,Australia-Mundra,8,High,[Chennai / Australia-Mundra] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2022-08-07,FreightIQ Anomaly Engine
224,geopolitical,Australia-Haldia,2,Medium,[Visakhapatnam / Australia-Haldia] Export tariff modification announced by major coal-producing authority.,2023-09-02,Ministry Trade Notice
225,port_congestion,Mozambique-Gangavaram,28,Medium,[Singapore / Mozambique-Gangavaram] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2021-07-12,AIS Congestion Tracker
226,port_congestion,Indonesia-Mundra,24,Low,[Maputo / Indonesia-Mundra] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2023-05-05,Terminal Operations Log
227,port_congestion,Indonesia-Visakhapatnam,1,High,[Paradip / Indonesia-Visakhapatnam] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-03-13,AIS Congestion Tracker
228,freight_anomaly,Indonesia-Mundra,19,Low,[Balikpapan / Indonesia-Mundra] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2022-05-15,Baltic Exchange Market Monitor
229,weather,Australia-Dhamra,17,Medium,[Newcastle / Australia-Dhamra] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-03-05,Marine Weather Routing Service
230,geopolitical,Indonesia-Dhamra,15,Medium,[Hay Point / Indonesia-Dhamra] Canal transit quota reduction increasing reservation auction premiums.,2021-10-11,Maritime Security Advisory
231,port_congestion,Russia-Paradip,8,Low,[Chennai / Russia-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2022-11-13,AIS Congestion Tracker
232,freight_anomaly,Australia-Mundra,13,Medium,[Nhava Sheva (JNPT) / Australia-Mundra] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2025-11-09,FreightIQ Anomaly Engine
233,weather,USA-Paradip,19,High,[Balikpapan / USA-Paradip] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-05-29,JTWC Cyclone Warning
234,port_congestion,Australia-Visakhapatnam,31,Low,[Rotterdam / Australia-Visakhapatnam] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2022-06-29,Port Authority Circular
